id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words,Step 9 Words
5a81f2f05542995ce29dcc97,What is the nickname of the city where the Versare Car Company was originally based?,10,7,17,,,,,,
5a8af6215542996c9b8d5f86,How many outlets does the retail chain Jennifer Mary Victoria d'Abo turned around have?,18,16,12,,,,,,
5ab30a72554299166977418d,Who starred alongside Cameron Diaz in the 2008 comedy film What Happens in Vegas?,8,13,10,8,16,10,,,
5ae5d1f45542996de7b71a26,In which New York City borough is the base of the team that drafted William Lewis Hepler in 1965?,8,7,7,6,13,16,19,,
5ae12bc05542997b2ef7d119,In what city is former representative Lee Hamilton's 9th congressional district based?,21,22,14,15,,,,,
5ab9733f5542996be20204fb,What year did Maria Shriver's mother die?,9,9,7,11,14,,,,
5a78f1ef55429974737f7919,"Who was the football star born in 1974 that left Bayer Leverkusen to join another club, after the club did not win the Champions League and domestic league in 2001-02?",7,10,13,7,,,,,
5ab7f3975542995dae37ea07,In numerical order what US president built the brown house?,6,6,6,7,,,,,
5ac2a17f554299657fa28fef,Elijah Connor is best known for his role on a reality television series that premiered on what television station?,13,16,12,20,,,,,
5ac142e05542991316484aa5,"What ""level"" of cities are both Dongxing, Guangxi and Yueqing? ",11,7,9,,,,,,
5ab521d95542991751b4d7c2,Are both Lake Worth Lagoon and London Avenue Canal situated in the state of Florida?,10,11,17,,,,,,
5abe45505542991f66106110,What type of novels are written by the creator of the game Gloom?,17,17,10,8,,,,,
5a7b18ee554299042af8f6c9,What is the current name of the shopping mall in Skokie developed by Philip M. Klutznick?,13,7,14,11,,,,,
5ac1469b5542991316484acb,Ayn Rand: A Sense of Life had a focus on the best-selling novel released in what year?,11,25,17,,,,,,
5a7293b55542992359bc3113,Mickey Gilley is an American country music singer and musician that wrote which hit song in March 1983?,6,12,10,14,,,,,
5a8da50d5542994ba4e3dce1,Samuel Green came to Massachusetts with an English Puritan lawyer who was one of the leading figures in founding what settlement?,8,5,14,23,,,,,
5a88ea2c5542997e5c09a6c9,What is the wildlife refuge established in 1931 in the United States drained by the East River?,21,8,12,7,17,,,,
5addca6d5542997dc790702d,How many wins did Suey Welch's most notable boxer have?,9,6,9,,,,,,
5ade0d8a5542995b365fabf0,"Kyle Schickner and Jerry Lewis, are of which nationality?",6,6,9,,,,,,
5ae764c25542997b22f6a722,"The Lords of the Akō Domain in Harima Province associated with the story of what 18th-century historical event in Japan in which a band of ""rōnin"" (leaderless samurai) avenged the death of their master?",34,,,,,,,,
5a89e1e35542992e4fca8434,"Trash was a film that starred which actress who played Nancy on ""A Nightmare on Elm Street""?",8,10,13,,,,,,
5ae7ee9c5542994a481bbe3b,"What is the publishing year of this novella from French aristocrat, writer, poet, and pioneering aviator, who was born in June 29, 1900, and became a laureate?",10,5,9,11,,,,,
5a86369e5542994775f60720,Are Dafne and Dido and Aeneas both compositions made for the opera?,10,8,9,7,,,,,
5adc6cc15542994650320ce2,"Who has more scope of profession, Burton Cummings or Tom Barman?",13,13,11,8,,,,,
5ac2b3f155429921a00ab03d,Where was the grand father of  Estanislao Lynch born ,7,7,6,10,,,,,
5ac2e2a7554299657fa290b7,What Peninsula is home to a trail that also runs through the Lone Range Mountains?,6,7,9,15,,,,,
5ac3c6ee5542995ef918c233,Were both Jean-Pierre Jeunet and Anthony Kimmins screenwriters?,6,7,6,10,,,,,
5ab6124b5542992aa134a413,"With which country does Blair Jones have a residential, legal, historical, or cultural connection?",15,11,9,,,,,,
5abbe28755429931dba145c8,"What unit number in the Cleveland Court Apartments belonged to the woman who was referred to as ""the first lady of civil rights?""",10,12,11,,,,,,
5a815fda5542995ce29dcbed,"What kind of media station did the broadcaster Turaga Janaki Rani work with for two decades, which is a station which uses the technology of radio waves to carry information by systematically modulating properties of electromagnetic energy waves transmitted through space?",9,14,13,7,11,,,,
5ab580a4554299637185c5b3,Bates Island is located in a lake with a surface area of how many acres?,14,7,19,6,,,,,
5ab2abbe55429929539467ca,Who wrote and directed the epic space film in which Jupiter Ascending has been described as a cross between?,17,11,12,24,,,,,
5ab42baa55429942dd415ea7,Which famous Marathi singer preformed at the Vasant Cineme in Pune?,7,10,12,14,,,,,
5ae081ec55429924de1b70ed, The 18th TCA Awards were hosted by which stand-up comedian?,8,8,7,10,,,,,
5ab55a2f554299488d4d995b,"""Money"" is a song from a Pink Floyd album taht was released following the departure of who?",7,7,19,14,19,,,,
5a84061c554299123d8c21d0,In what Nickelodeon shown did Todd Talbot star as the role of Matt Walker?,16,20,17,,,,,,
5a8de3de5542995085b37346,The European route E67 and the Estonian national road 4 are both forms of what?,12,13,8,8,,,,,
5abd0c395542996e802b46ba,Timothy J. Sloan took over the CEO position of Wells Fargo because of a scandal involving what?,6,16,7,13,,,,,
5adea8a055429975fa854f58,"""Countdown"" is a song writtin in part by what New Edition band member?",8,8,7,9,,,,,
5a81a3365542990a1d231e33,What year was the act which ended scheduled airland service at London-Corbin Airport passed?,8,12,9,,,,,,
5abe9e6a5542991f661061b4,Arun M. Kumar is CEO for the Indian subsidiary of what Big Four auditor company?,10,7,13,18,,,,,
5a76564d5542992d0ec060b1,The 9mm German designed submachine gun used by OMEGA was developed in what decade?,10,8,6,9,10,,,,
5ac034665542997d642959e3,When did the person who wrote the stories that Malva was based on die?,15,9,8,11,,,,,
5adeb9925542992fa25da828,Sam Kim is a cast member of which cooking variety program?,8,10,9,,,,,,
5a8454bd5542990548d0b281,What football player left the Superliga side OB when he won Goalkeeper of the Year award in Denmark and Norway in 2010?,15,8,11,21,,,,,
5a7ca33255429907fabeefdb,"During active American involvement in World War II (1941–45), propaganda was used to increase support for the war and commitment to an Allied victory, using a vast array of media, propagandists instigated hatred for the enemy and support for America's allies, urged greater public effort for which event,  includes the arms, ammunitions, personnel and financing which were mobilized for the war?",19,14,23,17,,,,,
5ae18e93554299492dc91b3d,"What team does the former italian football coach and former goalkeeper that as once purchased by Inter during the 1999-2000 inter Milan season, currently manage?",8,9,6,,,,,,
5adbf7d855429947ff173879,"Which group contains more species, Willow or Stipa?",4,4,5,5,,,,,
5a8781b95542996432c5726e,"Who is known as Mattress Mack and has a daughter, diagnosed with OCD?",8,7,9,,,,,,
5a8cdd59554299653c1aa12d,What Academy Award winning producer was a model for Original Penguin?,13,9,10,12,,,,,
5a8f9cb5554299458435d69b,Are Rich Christiano and Kay Pollak both film directors?,6,6,9,10,,,,,
5a7d7f4c5542995f4f402285,Ukulele Ike starred in a 1937 American drama directed by who? ,13,9,7,8,7,,,,
5a73288b5542994cef4bc483,Which English Anglican nurse created the first modern hospice care in 1967?,8,9,14,12,,,,,
5a7bb15c5542995eb53be99a,What was the winning team of the first game played at the stadium that replaced Stoll Field/McLean Stadium?,11,17,17,18,,,,,
5ae1406e5542997b2ef7d17b,"Oscar Fernandes is a confidant of the President of India's Congress, who has served in that role since what year?",16,12,14,,,,,,
5a78a34d5542990784727701,What year did the park that Spacely's Sprocket Rockets is located open?,6,16,8,11,11,,,,
5ae76f91554299572ea547b8,Which teams in the Western Division XFL did Johnny Higgins play against?,7,8,7,14,,,,,
5abea9a55542990832d3a07f,Are Melody Time and Air Bud both comedy films?,7,7,17,,,,,,
5a87a4815542996e4f30889b,The 2010 Walt Disney World Pro Soccer Classic was held at a 220 acre athletic complex that includes how many venues?,13,9,9,18,9,14,,,
5a8b98e855429949d91db5f3,"What 1958 novelty song is the singer of ""That's My Pa"" best known for?",9,7,7,9,9,,,,
5a7d023155429909bec768ee,Little Miss Sunshine co-produced David T. Friendly was nominated for what Academy Award?,14,10,9,15,,,,,
5a75264e5542993748c897d0,"Which album was released first, ""This One's for You"" by Deez Nuts, or ""When Goodbye Means Forever..."" by I Killed the Prom Queen?",14,11,5,14,,,,,
5a8dbc05554299441c6ba072,Cadoro specialized in jewelry also sold via what Dallas-based department store?,10,7,9,,,,,,
5ab41cfb5542996a3a969f49,Is both Vernors and Polar Beverages based out of Massachusetts?,11,13,12,,,,,,
5a7d51205542991319bc93a6,What artist collaboated with Snoop Lion to release Ashtrays and Heartbreaks?,12,7,7,12,,,,,
5a8f0aa7554299458435d53f,Millie Brady had a role in the 2015 French-British crime film directed by whom?,5,6,8,16,,,,,
5ac463945542995c82c4ad46,"Which breed was originally developed for hunting and guarding, Field Spaniels or Irish Wolfhounds?",6,6,8,,,,,,
5abe1e5f5542991f661060da,"What Emperor, who was a member of the Solomonic Dynasty, proclaimed a revised constitution in November 1955 of the Empire of Ethiopia?",14,15,10,19,,,,,
5ae648a65542992ae0d162b4,"Casa Aramara is a private, seaside estate in Punta Mita, Mexico, the property was built by which American media entrepreneur, and film producer?",11,12,9,7,,,,,
5a889df65542997e5c09a636,What general was endorsed by the person who was assassinated by an Indian revolutionary?,8,7,8,6,8,,,,
5adcfa935542994d58a2f720,"The Earth Compels was the second poetry collection by which Irish poet and playwright, and  was part of the generation of the Auden Group?",8,6,8,11,12,,,,
5abb82dc5542992ccd8e7f52,"In which city is the Sun Life Centre, global headquarters of Sun Life Financial?",10,8,7,6,7,5,17,,
5abadf605542996606241652,Ansel Adams: A Documentary Film  is narrated by an actor born in which year ?,13,19,7,12,,,,,
5a7b690655429927d897bfb7,"Which tributary near Meyerstown, West Virginia has two forks approximately 100 mi long each",10,13,8,9,16,,,,
5ae40e2155429970de88d8c4,"In what year was the singer and actress featured in ""Movin' with Nancy"" born?",7,10,16,8,5,6,,,
5a72983c5542994cef4bc367,"What outspoken abolitionist and author of ""An Appeal to the Coloured Citizens of the World"" was also the father of one of the first black men to pass the Massachusetts bar?",8,8,5,16,9,13,,,
5add55f45542990dbb2f7e37,Talk That Talk was originally planned to be a reissue of what 2010 album?,7,18,9,17,14,,,,
5ae26089554299495565da4e,"The film ""Open Range"" was dedicated to the memory of the parents of one of the actors; who was the actor? ",8,8,6,7,,,,,
5a8c7e115542995e66a4761f,What do Jim Grabb and Tracy Austin have in common?,8,8,17,,,,,,
5a75fe475542994ccc918676,"What artist started as a backup singer for one of the ""Four Heavenly Kings"" of Hong Kong?",10,17,13,20,,,,,
5ac0ab335542992a796ded5d,When was the debut of the  football club from which Francesco Bardi was loaned? ,18,9,13,16,,,,,
5a8cd22c55429941ae14def7,What sports drama was the actor who played the role of Major Richard Winters on?,14,10,19,,,,,,
5adedbbd5542995ec70e8f37,"Dime Magazine and Time, are which specific type of periodical?",6,5,10,8,,,,,
5a79cfa9554299029c4b5f72,"Which Walt Disney Pictures film was created first, Finding Dory or The Wild Country?",6,7,5,6,,,,,
5adbc6c55542996e68525229,"What theme, inspired by the SCUM Manifesto author, was considered in We Are The Night?",13,16,14,19,,,,,
5ab2fa41554299545a2cfaf3,What actor known for playing Jacob Black in The Twilight Saga also starred in The Adventures of Sharkboy and Lavagirl in 3-D?,19,8,5,14,13,6,,,
5aba1dae55429955dce3edcc,Are both Miquan and Zhanjiang cities in China ?,5,5,5,9,,,,,
5abd6a895542993062266c82,What character does the pianist of Ninja Sex Party play?,6,5,6,,,,,,
5ae22378554299234fd043e6,What Dutch mixed martial artist starred in The Elimanator?,6,9,7,6,,,,,
5ac12fb85542994d76dccdae,Miletich Fighting Systems is a training camp for the MMA fighter who has a background in what other discipline?,11,8,18,,,,,,
5ac1858955429964131be20e,Where is the training ground for the club Arthur Crompton played for?,11,12,15,11,15,,,,
5a86eea05542991e77181696,"Who directs the 2009 science fiction drama film starring an actress known for her role in ""Road to Avonlea""?",7,14,22,8,,,,,
5a7f287055429934daa2fd08,A movie about an elderly man named Carl Fredricksen was directed by a director who has been nominated for how many Oscars?,7,7,6,9,22,,,,
5ae7831a55429952e35ea959,how is Kelly Key and Jennifer Lopez connected?,8,15,11,10,9,,,,
5ac0756f5542996f0d89cbdd,"Which plant genus contain two to four species, Greyia or Calycanthus?",9,13,5,7,,,,,
5ae5f0f15542996de7b71a74,What show featuring characters with psychic abilities was based off of Into the Labyrinth?,6,13,7,7,8,9,,,
5ab441fe5542991779162c3c,"What sports stadium with a capacity for 51,700 spectators (all seated), was the place where the 2016 FAI Cup Final was held?",8,12,6,,,,,,
5a7c60ef55429935c91b5180,Which award is made by the Mauritius Examinations Syndicate and required for students to progress onto secondary school?,16,13,11,10,,,,,
5a8bce3b5542996e8ac88a10,"Which canal was completed first, the Erie Canal or the Carondelet Canal?",7,7,5,7,,,,,
5adf884a554299025d62a2a9,Name the Russian ice dancer who currently represents Spain and is partnered with Sara Hurtado from Spain and whose former partner was Ksenia Monko?,6,10,7,27,,,,,
5adc4ca755429944faac24cb,"Oh My Ghostess, is a 2015 South Korean television series, stars include Park Bo-young, a South Korean actress, that is best known for her roles in the hit films ""Scandal Makers"", released in which year?",8,7,5,5,,,,,
5ae1d1515542997f29b3c137,"Who has a wider scope of profession,  Erle Stanley Gardner or Elizabeth Taylor?",9,5,13,14,,,,,
5add2022554299473435385f,"Russell Brunell Trood;s election as an Australian Senator provided support for the 25th Prime Minister  of Australia, whose term ended in what year?",17,9,10,14,,,,,
5ac46f02554299194317398f,What type of game is the game which Hon'inbō Genjō plays professionally?,8,4,9,11,,,,,
5ae18f0f5542997283cd222d,How did the NL team in the 2014 World Series perform the following year?,13,13,23,12,7,,,,
5a89d983554299669944a5c8,"Who won the 2010 French Open singles title, becoming the first Italian woman to win a Grand Slam event in singles, Michael Stich or Francesca Schiavone ?",9,15,10,,,,,,
5ab3b09055429976abd1bcaa,Which King of Sweden and Norway had a mistress named Jacquette Löwenhielm?,12,13,13,,,,,,
5abaf86c55429939ce03dd7d,When was the steel construction company founded who designed Laff Trakk?,12,5,5,8,,,,,
5adfdfa455429925eb1afae2,"Spittal is a village, parish and community that lies approximately halfway between Haverfordwest and Fishguard, its name is a corruption of the word 'hospital', which is also the root of such names as Spital-in-the-Street, a small hamlet in the West Lindsey district of Lincolnshire, in which country?",7,8,7,6,,,,,
5ae0c84f5542993d6555ec65,"Who directed the film in which, Stephen Graham played the role of Andrew Gascoigne ?",16,8,16,,,,,,
5a7605dd554299109176e611,What retired member of the Golden State Warriors trio known as Run TMC is now the coach of the St. John's Red Storm?,7,11,10,11,,,,,
5abaaf02554299232ef4a371,The grandson of Percy Mills currently manages which football team?,8,9,11,6,14,10,,,
5a8a98725542996c9b8d5f2f,"Jazz guitarist Ron Escheté played a version of ""Christmas Time Is Here"" - a composition by Vince Guaraldi for the animation of which famous cartoon strip?",17,14,14,22,,,,,
5a8f01d35542995b44241f24,Where is Kennebec river located?,7,8,19,11,,,,,
5a8f9965554299458435d68c,"Which genus has more species,  Styrax or Myosotidium?",4,4,5,5,,,,,
5a8502df5542997175ce1f61,Trelise Cooper had designs that featured in the comedy television series created by whom?,6,10,12,14,,,,,
5a8db241554299068b959db8,Georges Douking is perhaps best known for his role in which 1972 surrealist film directed by Luis Buñuel and written by Jean-Claude Carrière in collaboration with the director?,12,7,18,10,17,,,,
5ac276ed5542990b17b153a9,"Who has more scope of profession, Boz Burrell or Robert Plant?",9,7,7,,,,,,
5ab8810555429934fafe6e04, WJMI (99.7 FM) is a radio station whose studios are located in a city with a population of what at the 2010 census?,17,10,8,,,,,,
5a7632fa5542994ccc91870f,"When was person that nicknamed the Nürburgring's old track ""The Green Hell"" born?",15,6,6,,,,,,
5a746b0a55429929fddd8419,"Name one of Bob Dylan's most-performed live songs, that is said to be inspired by the Prospect Park Water Tower in Minneapolis.",10,15,21,26,,,,,
5a89f7295542992e4fca84b9,Peter Jackson directed the epic monster remake King King in 2005.  What movie did Doug Liman direct that year?,9,16,25,12,,,,,
5abebd785542993fe9a41d40,What do Helena Suková and Pavel Složil have in common?,12,11,11,10,11,,,,
5a7a7d9c5542995eb53be848,Which supermarket cooperative found by Twin County Grocers did Rex Gene Foods compete directly with? ,20,20,14,12,,,,,
5ac52b105542994611c8b3dd,Who starred in the movie wherein Elizabeth Allen received a 2nd place Golden Laurel Award?,9,10,10,17,,,,,
5ac1c1e855429964131be27a,"Eslanda (""Essie"") Cardozo Goode Robeson was the wife of an American bass singer who become involved with what?",13,14,9,25,,,,,
5ac370755542995ef918c18a,Groom Lake is the official name for a USAF installation that is a detachment of what base? ,10,10,10,6,,,,,
5a88a8165542997e5c09a692,In what country did Suresh Babu win his first of two successive medals in The Asian Games? ,15,9,9,11,,,,,
5ac2c286554299657fa29036,what type of band was the person who also pled guilty to eight separate shooting attacks?,15,7,15,16,,,,,
5a9040da5542990a984935c7,Soundtrack 90210 includes a track from the duo signed to what album label?,12,9,19,8,,,,,
5a8ef9c15542997ba9cb315a,"Which dog breed, English Water Spaniel or Barbet, is extinct?",9,9,15,6,,,,,
5a77c87055429967ab105298,What C9 League university launched a program similar to A Special Class for the Gifted Young?,11,8,14,15,,,,,
5a7f2faf5542993067513683,Which musician is a member of Me First: Spike Slawson or Grant Hart?,9,9,9,,,,,,
5abe94785542993f32c2a16f,Who obtained congressional approval of the acquisition of the Louisiana territory by the United States from France?,12,15,14,12,,,,,
5a81c5275542990a1d231e9b,"Which musician, Greg Kihn or Katie White, formed the Ting Tings in 2007 along with Jules De Martino?",10,13,7,8,8,7,,,
5a7546d355429916b01642d6,"The Woman Voter and On Our Backs, are media of which type?",7,7,9,14,,,,,
5addda2d5542997dc7907056,"What is the name of Herbie Hancock's band which included Eddie Henderson, an American jazz trumpet and flugelhorn player but who came to prominence as a pianist within the group?",6,10,8,12,,,,,
5ab6d2af55429954757d3382,What type of group does Dishwalla and Civil Twilight have in common?,7,8,11,11,,,,,
5a7614e4554299109176e645,"Which former performer at the Forest National has been recognized as the ""Goddess of Pop""?",14,19,18,14,,,,,
5a7e49225542994959419982,Who distributes the stout that is the sponsor of the Cork Athletic Union League?,9,5,5,6,16,,,,
5adec4265542992fa25da838,What Roxy Music band member wrote the song featured as the second single from the Bête Noire album?,8,6,12,9,15,,,,
5ac1161f554299012d1db693,"After winning the Miss Montana pageant, Brittany Wiser represented Montana in which subsequent contest?",5,7,11,22,9,,,,
5abeb95a5542994516f45401,"East Hanover Township is a township in Morris County, New Jersey, the manufacturing plant of which pharmaceutical company, a Swiss multinational pharmaceutical company, are located in East Hanover?",11,12,11,25,,,,,
5a900a5a5542995b44242098,"Who played the title role in the TV sitcom ""Blossom""?",11,11,12,,,,,,
5ae23e1e5542992decbdcca1,"What role was played by Carrie Fisher, in the 1977 American space opera film written and directed by George Lucas and which features Peter Mayhew, an English-American actor?",8,7,8,6,5,7,12,,
5adf05c65542993a75d263d7,Which American romantic comedy film is On the Line the soundtrack from,11,10,10,6,,,,,
5abfa4675542990832d3a17e,In 1924 Tom McCann served as head football coach at a college affiliated with what church?,8,6,8,9,,,,,
5a802bc75542992bc0c4a6b6,The 1971 Pittsburgh Pirates played their games at the stadium that hosted what other team?,11,7,11,13,,,,,
5abeab0a5542990832d3a08e,"Which is a recognized breed, Labrador Husky or Bullmastiff?",10,8,16,6,,,,,
5ab7cd115542995dae37e9a3,How tall is the German baritone player who is responsible for the Jazz Album: Watch What Happens?,8,10,7,8,,,,,
5a82015d554299676cceb1d1,What type of transmission does Silent Witness and Amanda Burton have in common?,20,24,25,,,,,,
5add3a5d5542997545bbbcc7,"Elizabeth Hoffman has a role as the mother of which American actress's character on ""Sisters""?",10,9,7,11,,,,,
5a793c39554299029c4b5f33,The Carnival Ecstasy was christened by an American television host that was born in what year?,10,6,16,9,,,,,
5a7b17db5542992d025e675f,"Which Engligh pop group,formed in 1994, did Milton Mcdonald play with?",5,5,4,14,,,,,
5a762544554299109176e662,Who wrote a Manga series whose anime version starred Debora Rabbai,8,12,16,13,,,,,
5abc207c5542993a06baf894,"What date did the playoff season, resulting in the New England Patriots third overall Super Bowl victory, began?",7,6,8,,,,,,
5add02155542994d58a2f736,"Yazoo County Airport, is five miles northwest of Yazoo City, a city in Yazoo County, Mississippi, in which country?",5,7,5,8,,,,,
5a7ef3f15542994959419a8e,How many years was the woman in the story first covered in English by Stefanie Marsh held captive?,6,6,4,9,,,,,
5a7ea77655429930675135bf,Do Port wine and Bananarita both contain alcohol?,4,5,10,10,10,,,,
5ab87d3555429919ba4e2306,What is the population  in 2007 of the the city where Addis Abab served as mayor?,10,11,11,12,,,,,
5a76d53755429966f1a36bfe,Alfred Kim sang in what opera that was set to a libretto in Italian by Giuseppe Adami and Renato Simoni? ,13,10,22,11,,,,,
5a8fa8d45542992414482b29,"Which one is located on Fantasyland area, The Fox and the Hound or It's a Small World?",10,9,9,10,,,,,
5a8b011755429971feec45f0,"Night Fever was co-hosted by the English actor and model, known for his role as whom in ""Hollyoaks""?",17,12,13,10,,,,,
5a76fc8255429972597f1408,"What former Roman fort in Manchester, England, had material taken from it to build a medieval bridge also in Manchester?",4,7,7,10,6,10,6,13,
5a8bad235542996e8ac889ac,"In what year was the woman who co-anchored ""Both Sides"" with Vinnie Politan born?",5,9,5,6,,,,,
5a7b2a4955429931da12ca0f,Which band was formed first Lit or Balance and Composure?,7,5,4,7,,,,,
5a77a8df5542995d83181254,Which American film director directed music videos and released a dance film in 2014?,4,7,18,,,,,,
5a7bbf18554299294a54aaae,"Don Hertzfeldt created a touring festival of animated short films with which friend, who was the creator of the television series ""Beavis and Butt-Head""?",8,8,13,6,,,,,
5abeba7a5542994516f45406,Which company produced the film Cars 3 starting Lightning McQueen?,15,9,10,,,,,,
5adf26745542992d7e9f92c0,Was It Something I Said? featured which British comedian as a team captain?,16,17,11,15,,,,,
5ab2c0765542991669774097,Were Pietro Mascagni and Ambroise Thomas both best known for their contrabution to theatre? ,10,11,7,8,15,,,,
5ae664c45542991bbc9760c7,What show that ran from 1970-1977 starred one of the two actors that have won Emmy Awards for comedy and drama in the same TV role?,21,6,6,10,,,,,
5a773cac55429966f1a36cbc,The Punpun River is a tributary of what trans-boundary river of Asia?,10,10,10,9,13,,,,
5ac27a1c5542990b17b153b3,"Which actress received the honorary title of ""Mayor of Hollywood"" in 1955 and was featured as part of a social media campaign for The Lifeline Program in 2011?",14,17,29,,,,,,
5ac509915542996feb3fe9da,What year did the the man who appointed Melissa S. May judge of the 4th District of the Indiana Court of Appeals die?,24,7,5,,,,,,
5adeb51c5542992fa25da80e,"Bailey Michelle Brown co-stars in ""See Dad Run"" which stars an American actor known for his role as Chachi Arcola on what sitcom?",22,14,10,16,,,,,
5a8c952e5542995e66a47629,"Which film produced by Blinding Edge Pictures starred actors Joaquin Phoenix, Adrien Brody, and Bryce Dallas Howard?",7,6,5,8,,,,,
5a743d9155429974ef308bc4,What show hosted by Tom Bergeron did Anna Demidova perform on? ,8,9,11,,,,,,
5ab2b57b554299295394683a,Are CSS and Sebadoh from the same country?,4,6,8,10,,,,,
5ab3e451554299233954ffdf,What country has staged a FIFA World Cup and is home to FIFA's Director of Security?,7,8,8,9,,,,,
5a8ed4e055429917b4a5bdce,Kautokeino Airport was rebuilt in 1958 by an air force that was established as a separate arm of the army in what year ?,6,15,15,23,,,,,
5ae1ce6e5542997f29b3c11c,VMA-322 was part of the Marine Forces based out of which navy airfield in Massachusetts?,7,10,5,10,,,,,
5aba4be85542994dbf0198cb,"KGOT broadcasts from studios in a shopping mall that is located on the southwest corner of East Dimond Boulevard and the Old Seward Highway, and his how big?",14,9,9,8,17,15,,,
5a7e26c75542991319bc9436,Lea Salonga has supplied the singing voices of two characters in a line created by what person?,8,8,11,15,,,,,
5ab3ec895542992ade7c6ee4,"Glencliff is an unincorporated community within the White Mountain National Forest in the town of Warren, Warren is a town in Grafton County, New Hampshire, in which country?",7,6,6,9,10,,,,
5a8e143d55429917b4a5bd0d,"Which plant genus, Rudbeckia or Securinega, is in the sunflower family?",6,6,8,10,,,,,
5a7b6826554299042af8f768,What is the real name of The Melodrama World Tour recording artist?,13,15,9,,,,,,
5ae103ea554299422ee995c4,"What conference did William Alexander ""Bill"" Curry's team join after their last year as competing as football independents?",10,13,14,9,11,,,,
5adfa2f355429942ec259ac7,Did Vasek Pospisil beat Richard Gasquet in the quarter finals of the 2015 Wimbledon champisonship?,12,12,13,6,,,,,
5ac131515542994d76dccdb5,Who is the lead vocalist of the band that Brian Wheat was best known as the bass guitarist of?,8,6,21,,,,,,
5a73fa815542993a88ae2ed4,"Who starred in the remake of ""Beau Brummel"" and served as the President of the World Federalist Movment?",8,11,20,,,,,,
5a7b16845542992d025e6757,"Who was born first,Todd Woodbridge or Lucie Hradecká?",6,6,5,6,,,,,
5ab5d0ad554299488d4d9a3b,Which building that became a National Historic Landmark in 1994 is in a district added to the National Register of Historic Places in 1975?,18,20,16,23,,,,,
5ab6fa645542991d32223702,"Mon Mane Na is a Bengali romance movie that was released in 2008, and a remake of a 1995 American romantic comedy film directed by who?",14,7,8,10,,,,,
5a76212b5542994ccc9186ed,"Who was born earlier, Jonas Mekas or Don Siegel?",8,8,5,6,,,,,
5a8f05125542995085b374d0,What are both Isle of Dogs and Waking Life?,8,7,10,9,,,,,
5a74176355429979e28828a9,"This member of the group that was the subject of the 1970 book ""Black Power and the American Myth"" died on December 19, 2008.",19,7,7,,,,,,
5a7291795542994cef4bc341,What volcano surged suddenly from a cornfield and was filmed erupting during the filming of scenes in the movie Captain from Castile?,8,11,15,,,,,,
5a83333555429954d2e2ec58,"The Radio Operator & Air Gunner's Badge, is a commonly accepted title for the German title, translated into English,Combined Air Gunner, Radio Operator and Flight Engineer Badge, it was a German military decoration awarded to radio operators, air gunners and mechanics (flight engineers) who were members of the German Air Force, translated into what in German, a flight engineer (FE), also sometimes called an air engineer, is the member of an aircraft's flight crew who monitors and operates its complex aircraft systems?",7,6,5,8,,,,,
5ab56b0a554299494045efbc,"Which band was formed first, American Standards or Sugar Ray?",6,6,5,8,,,,,
5ae1909b554299234fd04294,"Who has more scope of profession, Benjamin Orr or Han Seung-yeon?",7,7,7,11,,,,,
5abfe5f85542994516f4551c,"What is the nationality of Marcus Hummon's co-writer for ""Cowboy Take Me Away""?",11,10,9,5,,,,,
5a7a340d5542990198eaf0dd,"Other than being an Irish Anglican theologian, Frederick Nolan was considered a member of what group that claimed ""the primacy of literalistic biblical exegesis and a short Young Earth time-scale?",7,18,17,15,,,,,
5a7cbb37554299452d57b9ce,Where are the cousins of the species of nukupuʻ located other than the oldest of the main Hawaiian Islands?,13,8,13,19,,,,,
5ac50f2a55429924173fb58f,What Fascist regime imprisoned the a famous Italian noe-Marxist?,8,2,25,10,8,,,,
5adfe4ac55429925eb1afb05,What is the population of this city in the state of Hesse in Germany that is the birthplace of Johannes Paulmann?,10,9,5,,,,,,
5ac32c30554299741d48a22f,Who directed the film in which Ursula Reit took the role of Mrs Gloop ?,7,8,15,8,15,,,,
5ab297bd554299449642c91b,Which British TV station aired both Dance Factory and Bargain Hunt,9,9,8,10,,,,,
5ae064da5542993d6555eb49,What do Me Naiset and Woman's Viewpoint have in common?,6,6,4,4,4,11,,,
5a8c489a554299585d9e3640,When was the author of The Lightning Thief born?,9,6,7,6,9,,,,
5a7351f655429901807dafc1,Which Spanish television channel is located at the home stadium of FC Barcelona?,7,7,9,11,,,,,
5a88841b554299206df2b2d3,To what former nightclub did Tom Savarese turn down the opportunity to become the first DJ?,18,18,13,,,,,,
5ade30b955429939a52fe859,"The Delgados and Morphine, have which genre in common?",7,7,11,,,,,,
5a8d81b4554299441c6b9ff2,"Wilmington Trust was founded by what American engineer and politican from Greenville, Delaware?",8,9,9,17,,,,,
5ab5fbec554299110f2199ac,The person that the Lindsey Islands were named for was born in what year?,15,7,13,14,,,,,
5a7d3ff55542997cc2c47437,"Nutrisoda (formerly known as ""airforce Nutrisoda"") was the brand name of a nutrient-enhanced soda sold in the United States by which company, it was sweetened with Sucralose, an artificial sweetener made by chlorinating sucrose, and sugar substitute ? ",17,12,5,23,,,,,
5a7ed3a75542994959419a80,"On February 1, 2004 the University of South Carolina Upstate Spartans baseball team played a team from what city?",6,10,9,12,12,24,,,
