id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words,Step 8 Words
nluds-0423,"Vice-mayor Alexander wanted to join in with the mayor's advocacy. He organized a party and invited the whole city to attend. If he hired 5 caterers having 50 employees each,. how many people are working for the party?",18,13,28,,,,,
nluds-0424,"Mayor Harvey wanted to add color to the party. He bought 7 flowers each representing the 7 colors of the rainbow. If he had 70 bouquets of flowers for each color,. how many bouquets are there in all?",28,21,26,,,,,
nluds-0425,"After the day, they were able to make 6 institutions happy. If each institution has 80 people. How many people were made happy by the mayor and vice-mayor?",17,19,24,26,,,,
nluds-0426,"Dean went to the beach with his friends to enjoy the last weeks of summer. When they got to the beach, they rented a house for them to stay in for a couple of weeks. If there are seven of them including Dean, and each paid $70.00 for the rent,. how much did they pay in total?",25,14,27,,,,,
nluds-0427,"Dean knew that they are going to stay at the beach for a while, so he brought 30 sets of clothes for every week of their stay. If Dean is staying for 4 weeks there,. how many sets of clothes did he bring?",29,19,33,,,,,
nluds-0428,"After resting, they decided to go for a swim. If the depth of the water is 10 times Dean's height and he stands at 6 feet,. how deep was the water?",8,20,10,,,,,
nluds-0429,"Mark, Dean's friend, decided to go for a boat ride. If the ride costs $8.00 for every mile and they travelled for 40 miles,. how much would the ride cost Mark?",29,12,,,,,,
nluds-0430,"Four weeks has passed. It's time for Dean to go home. Before they left, seven of them bought some souvenirs. Each of them spent $90.00 buying gifts. How much did all of them spend altogether?",11,24,19,,,,,
nluds-0431,"Bryan has always been fond of studying rocks and minerals. He has a room full of books about and samples of the different types of rocks. One particular day, he went in the room to take a look at his mineral samples. If he has 65 samples of minerals per shelf, and he has a total of 7 shelves,. how many mineral samples does he have?",15,31,,,,,,
nluds-0432,"He then classified some of the rocks into igneous, metamorphic and sedimentary. If each classification has 246 samples each,. how many rocks does he have in all?",13,24,,,,,,
nluds-0433,"Bryan took a look at his books as well. If he has 56 books in each of his 9 bookshelves,. how many books does he have in total?",18,27,,,,,,
nluds-0434,"If books came from all the 4 continents that Bryan had been into and he collected 122 books per continent,. how many books does he have from all 4 continents combined?",15,25,11,,,,,
nluds-0435,"Bryan had 8 precious stones in his collection which he sold to his friend from the jewelry store. If the stones were sold at $1785.00 each,. how much money did Bryan get in total?",17,10,,,,,,
nluds-0436,"It is harvest season in the country. Lewis, whose family owns a fruit farm, is busy overseeing their farmers while they are harvesting the fruits. His day starts by going to the apple orchard. The farmers reported that they harvest 45 sacks of apples from each of the 8 sections of the orchard daily. How many apples are harvested every day?",40,35,,,,,,
nluds-0437,"Next on his checklist are the strawberry fields. There he found out that they can get 268 kg of fruit for every row of strawberry plants. If there are 7 rows of strawberry plants,. how many kilograms of strawberries can they harvest?",17,13,28,,,,,
nluds-0438,He then went to see the oranges being harvested. He found out that they harvest 83 sacks per day. How many sacks of oranges will they have after 6 days of harvest?,15,15,35,,,,,
nluds-0439,"Being his favorite, he saved checking on the grapevines for his last stop. He was told by one the pickers that they fill 324 drums of grapes per day. How many drums of grapes would be filled in 9 days?",14,26,,,,,,
nluds-0440,If Lewis earns $1367.00 every week during the 5 weeks of harvest. How much money does he earn during harvest season?,14,19,,,,,,
nluds-0441,"Tyler, an animal rights advocate, decided to build his own animal sanctuary to protect different animals from poachers. The sanctuary was divided into different regions. The first region to be built was a bird sanctuary. Initially, he had 29 endangered bird species on that region. If each species has 7 pairs of birds,. how many pairs does he have in total?",19,22,30,,,,,
nluds-0442,"Another region was the aquatic reserve for freshwater organisms. If there are 6 bodies of water in the region, each having 175 different fishes,. how many fishes does he have in total?",30,11,,,,,,
nluds-0443,He also had 8 aquariums for saltwater animals. Each aquarium has 64 animals in it. How many saltwater animals does Tyler have?,13,15,18,,,,,
nluds-0444,"The sanctuary also includes several swamp areas where most of the reptiles usually reside. If there are 4 swamps, each having 356 different reptiles,. how many reptiles are living in the swamp areas?",13,10,,,,,,
nluds-0445,There are 3 more sections that are undeveloped. Each of the remaining sections has a land area of 2435 square feet. What is the total area of the undeveloped land?,25,21,,,,,,
nluds-0446,"It's Rachel's birthday. Her parents wanted her to have fun so they went to the circus that happened to be in town that day. Upon arriving at the circus, they went to the ticket booth and asked how much each ticket cost. If each ticket costs $44.00 and they bought 7 tickets,. how much money did they spend on tickets?",30,14,,,,,,
nluds-0447,"They entered the circus tent and saw that there are four seating sections for the audience. If each section can accommodate 246 people,. how many people can the tent accommodate in total?",27,28,,,,,,
nluds-0448,"The first act included 5 clown mobiles, each stuffed with 28 clowns. How many clowns are inside all the clown mobiles combined?",19,17,35,,,,,
nluds-0449,"The next act involved several jugglers. If each juggler is juggling 6 balls at a time,. how many balls are needed if there are 378 jugglers putting a show at the same time?",15,25,21,,,,,
nluds-0450,"For the final act, the circus brought out dancing animals wearing crowns. If each crown is made with 7 different colored feathers,. how many feathers are needed for 934 crowns?",17,22,,,,,,
nluds-0451,"Amanda and her friends decided to go to an amusement park for the weekend. The nearest amusement park from their city is Super Fun-tastic Land. If they cover a distance of 27 miles for every hour of travel and they travelled for 3 hours,. how far is SFL from the city?",26,14,,,,,,
nluds-0452,"When they got there, they saw that SFL is already filled with people. Every entrance has a long line, with 283 people waiting to get in. If SFL has 5 entrances,. how many people in total are waiting to get in?",32,37,,,,,,
nluds-0453,"Determined to have fun, they travelled to the next amusement park, HappyLand. If they cover a distance of 328 feet for every minute of travel and they travelled for 9 minutes,. how far is HappyLand from SFL?",29,33,,,,,,
nluds-0454,"When they arrived at HappyLand, they immediately went in and bought their tickets. If each ticket cost $17.00 and they bought 8 tickets,. how much did they spend on tickets?",12,10,33,,,,,
nluds-0455,"HappyLand has twice the land area of Super Fun-tastic Land. If Super Fun-tastic Land has a land area of 4897 square feet,. what would be the total land area of HappyLand?",20,36,,,,,,
nluds-0456,"Jack loves to collect and read books. In fact, he has a mini-library in their house and he usually spends most of his time in it. The library is divided into different sections for different type of books. The science fiction section has 8 books. If each book has 478 pages,. how many pages do all the 8 books have in total?",15,29,,,,,,
nluds-0457,"He also has a section filled with short story booklets. If each booklet has 9 pages and there are 49 booklets in the short story section,. how many pages will Jack need to go through if he plans to read them all?",9,15,25,,,,,
nluds-0458,"One of his favorites is a book called Encyclopedia of Life and Everything Else. The book has 7 large chapters, each having 566 pages. How many pages does the encyclopedia have in total?",16,30,,,,,,
nluds-0459,"The mini library also has a section for the classics. If Jack has a collection of 6 classic authors, with each author having 33 books,. how many books does he have in the classics section?",13,13,26,,,,,
nluds-0460,"Having this kind of collection made Jack a fast reader. If he can read 9 books in a day,. how many books can he read in a year (a year = 365 days)?",19,42,,,,,,
nluds-0461,Lexie has a lot of art materials. She needs to organize all these materials into containers. She counted her crayons and found out that she has 80 crayons which she will place in crayon boxes. Every crayon box can contain 8 crayons. How many crayon boxes does she need?,11,25,,,,,,
nluds-0462,A pile of clean white paper was stacked in the corner of her room. She decided to place these papers in paper envelopes which can contain 10 white papers. How many paper envelopes does she need if she has 120 clean white papers?,18,18,,,,,,
nluds-0463,"Beside the pile of clean white paper was a stack of 700 sheets of used paper. She wants to place it in boxes for recycling. If every box can contain 100 sheets,. how many boxes does she need?",12,30,31,,,,,
nluds-0464,"Lexie's mom gathered all her watercolor paintings and thought of placing an equal number of paintings in four of the rooms in the house. If Lexie has 32 watercolor paintings,. how many paintings will be placed in each of the four rooms?",37,24,,,,,,
nluds-0465,"Lexie's younger brother helped pick up all the paper clips in Lexie's room. He was able to collect 81 paper clips. If he wants to distribute the paper clips in 9 boxes,. how many paper clips will each box contain?",18,16,30,,,,,
nluds-0466,"Christian and his parents went to Mt. Falton National Park for the weekend. They were welcomed warmly by the rangers who invite volunteers and call them ""earth keepers"". The junior ranger asked Christian to help him place 420 seedlings in packets. If every packet needs to contain 7 seeds,. how many packets do they need?",26,30,,,,,,
nluds-0467,"Christian's mother prepared lemonade. Every pitcher of lemonade can serve 5 glasses. If she was able to serve 30 glasses of lemonade,. how many pitchers of lemonade did she prepare?",15,13,,,,,,
nluds-0468,"Christian's father and the senior ranger gathered firewood as they walked towards the lake in the park and brought with them sacks. If every sack can contain around 20 pieces of wood,. how many sacks were they able to fill if they gathered 80 pieces of wood?",18,20,36,,,,,
nluds-0469,"Christian and the junior ranger brought a bag of 140 nails as they visited every station assigned to the junior ranger. If they left exactly 7 nails in every station they visited,. how many stations did Joline and the junior ranger visit?",32,35,,,,,,
nluds-0470,"Sunday morning was spent for making wood carvings which can be sold as souvenir for tourists. They were placed in shelves that can contain 8 wood carvings at a time. If 56 wood carvings were displayed,. how many shelves were filled with carvings?",19,13,29,,,,,
nluds-0471,"Shiela has started writing a list of gifts that she plans to give to her family and friends this Christmas. For her classmates, she made colorful paper stars which will be placed in small clear bottles. She was able to prepare 45 paper stars. How many stars will be placed in each bottle if Shiela has 9 classmates?",14,27,,,,,,
nluds-0472,"Shiela has 6 neighbors who like to collect animal drawings. Shiela has a talent for drawing and so she drew 54 animals on small pieces of paper. If she plans to give the same number of animal drawings to her neighbors,. how many will each of them receive?",17,29,31,,,,,
nluds-0473,"Allen, Shiela's brother, likes to play with blocks. Shiela repainted Allen's old blocks in different colors. If Allen has 49 identical blocks and there are 7 blocks for every color of paint used,. how many colors did Shiela use?",12,31,,,,,,
nluds-0474,"Aside from drawing animals, Shiela is fond of painting flowers. If she has 18 paintings of flowers,. how many paintings can she give to each of her two grandmothers?",16,21,25,,,,,
nluds-0475,"It has been tradition in Shiela's home to hang a sock above the fireplace for each member of the family. This year, she placed a cinnamon ball every day in the socks for 5 of her family members. How long can she do this if she bought 50 cinnamon balls?",17,27,32,,,,,
nluds-0476,"Haley loves to collect things. This year, she decided to give away part of her collection as it was taking too much space in her room. Nine of her closest friends like stickers. If she plans to give all of them an equal number of stickers,. how many will each receive if she has 72 stickers?",13,9,7,9,,,,
nluds-0477,"In Haley's class, 5 are boys who love to play marbles. If Haley has 35 marbles,. how many will each of the boys receive?",28,31,,,,,,
nluds-0478,"When relatives visit Haley and her family, she and her cousins do origami. If she has 48 origami papers to give away to her six cousins,. how many will each receive if she gives everyone the same number of origami papers?",36,24,,,,,,
nluds-0479,"A large bag of balls was kept under Haley's bed. Her mom placed the balls in bags for children in foster homes. If every bag can contain 4 balls and Haley has 36 balls,. how many bags will be used?",33,12,,,,,,
nluds-0480,"Haley has 63 magazines in her cabinet. She plans to send it to the recycling office in their area. If she places it in boxes which can contain 9 magazines,. how many boxes will she use?",9,23,,,,,,
nluds-0481,"One bright sunny day, Betty decided to make bracelets from beautiful stones she bought from a local store. She bought 88 pink flower stones and wanted to make 8 bracelets out of these stones. How many pink flower stones will each bracelet have if she used the same number of stones in each bracelet?",12,15,24,,,,,
nluds-0482,"Betty also bought 140 shiny blue round stones. If 14 pieces of this stone is in each bracelet,. how many bracelets of blue shiny round stones will there be?",33,31,15,,,,,
nluds-0483,"Brenda, Betty's sister, wanted to have 3 bracelets with star-shaped stones. She also bought 36 star-shaped stones from the local store and gave it to Betty. How many star-shaped stones will there be in each of the bracelet Betty makes for Brenda?",16,17,20,,,,,
nluds-0484,"Shannon, Brenda's neighbor, joined Brenda in making bracelets. She brought 48 heart-shaped stones and wanted to have 8 of this type of stone in each of the bracelet she makes. How many bracelets with heart-shaped stones can Shannon make?",16,12,13,,,,,
nluds-0485,"Brenda's mother made cookies for five. If she prepared 35 cookies and each of them had the same number of cookies,. how many did each of them have?",26,12,29,,,,,
nluds-0486,"On the first Saturday of spring, Jane woke up early to enjoy the whole day and help with chores at home. Jane had been saving large empty cans to serve as pots for sunflowers. If she has 54 sunflower seeds and there are 9 cans,. how many seeds will be placed in each can if she places an equal number of seeds in each can?",13,11,30,,,,,
nluds-0487,"Jane's mom picked cherry tomatoes from their backyard. If she gathered 56 cherry tomatoes and is about to place them in small jars which can contain 8 cherry tomatoes at a time,. how many jars will she need?",13,22,35,,,,,
nluds-0488,"Jane helped her mom prepare fresh lemonade. If each glass needs two lemons,. how many glasses of fresh lemonade can she make if they have 18 lemons?",14,26,,,,,,
nluds-0489,"Jane's dad brought home 24 marble potatoes. If Jane's mom made potato salad for lunch and served an equal amount of potatoes to Jane, herself and her husband,. how many potatoes did each of them have?",30,34,,,,,,
nluds-0490,"For dessert, Jane's mom prepared 12 pieces of bite-size cinnamon swirls. If the three of them ate an equal number of pieces of cinnamon swirls,. how many pieces did Jane eat?",23,16,20,,,,,
nluds-0491,"Marian baked bread, cookies and pastries one Saturday at home for her family and friends this holiday season. She made 47 gingerbread cookies which she will distribute equally in tiny glass jars. If each jar is to contain six cookies each,. how many cookies will not be placed in a jar?",14,28,43,,,,,
nluds-0492,"Marian also prepared 59 croissants which she plans to give to her 8 neighbors. If each neighbor received and equal number of croissants,. how many will be left with Marian?",21,15,9,9,,,,
nluds-0493,"Marian also baked oatmeal cookies for her classmates. If she can place 12 cookies on a tray at a time,. how many trays will she need to prepare 276 oatmeal cookies at a time?",20,40,,,,,,
nluds-0494,"Marian's friends were coming over that afternoon so she made 480 bite-sized pretzels. If one serving is equal to 12 pretzels,. how many servings of bite-sized pretzels was Marian able to prepare?",13,13,26,,,,,
nluds-0495,"Lastly, she baked 53 lemon cupcakes for the children living in the city orphanage. If two lemon cupcakes were left at home,. how many boxes with 3 lemon cupcakes each were given away?",20,26,,,,,,
nluds-0496,"Susie and her family woke up early on the first weekend of spring. They had a long list of activities for spring cleaning. Susie's mom prepared 74 carrot sticks for breakfast. If the carrots were served equally to 12 people,. how many carrot sticks were left uneaten?",16,28,15,8,,,,
nluds-0497,"Susie and her sister gathered all 98 of their teddy bears and placed them on the shelves in their bedroom. If every shelf can carry a maximum of 7 teddy bears,. how many shelves will be filled?",11,27,17,,,,,
nluds-0498,"Susie's mother collected all family pictures and wanted to place all of them in an album. If an album can contain 20 pictures,. how many albums will she need if there are 480 pictures?",16,15,28,,,,,
nluds-0499,"Joe, Susie's brother, collected all 94 trading cards scattered in his room and placed them in boxes. If a full box can hold a maximum of 8 cards,. how many boxes were fully filled?",38,27,,,,,,
nluds-0500,"Joe, Susie's brother, collected all 94 trading cards scattered in his room and placed them in boxes. If a full box can hold a maximum of 8 cards,. how many cards are there in the unfilled box?",34,38,,,,,,
nluds-0501,"Susie's father repaired the bookshelves in the reading room. If he has 210 books to be distributed equally on the 10 shelves he repaired,. how many books will each shelf contain?",15,11,24,,,,,
nluds-0502,"Matt and his friends were thinking of making Christmas decors for the clubhouse in their neighborhood. They are to repaint 350 balls in ten different colors. If they painted an equal number of balls for every color,. how many balls are there for each color?",12,10,33,,,,,
nluds-0503,"They had 119 matchboxes wrapped in colorful shiny wrappers. If they are to distribute the matchboxes equally to the 9 houses in the first block,. how may matchboxes will each house receive?",11,17,14,,,,,
nluds-0504,"They had 119 matchboxes wrapped in colorful shiny wrappers. If they are to distribute the matchboxes equally to the 9 houses in the first block,. how many colorful matchboxes will they have left?",26,30,,,,,,
nluds-0505,"They also gathered paper to create some star-shaped papier-mache. If each star requires 20 pieces of paper and they had 680 pieces of paper,. how many stars were they able to make?",19,32,,,,,,
nluds-0506,"Matt had 4 small cans of gold paint. If the 34 stars that they made were to be distributed equally to the cans of paint,. how many stars will be left unpainted?",18,38,24,,,,,
nluds-0507,"Four girls were home all day one weekend preparing homemade treats. Anna made 33 blueberry cookies. If she shares this equally among her four friends,. how many will each receive?",7,19,16,13,7,,,
nluds-0508,"Britney brewed lemon tea that's enough to fill ten cups. If she serves this to her parents and three siblings and they share this equally,. how many cups will each have?",10,24,28,,,,,
nluds-0509,"Cristina baked 17 croissants. If she planned to serve this equally to her seven guests,. how many will each have?",10,18,9,,,,,
nluds-0510,"Cristina baked 17 croissants. If Cristina's croissants were served equally among her seven guests,. how many will Cristina have left?",27,30,,,,,,
nluds-0511,"Drew prepared 61 servings of butterscotch. If she expects her 6 sweet-tooth guests to share the butterscotch among them equally,. how many will be left unconsumed?",26,27,25,,,,,
nluds-0512,"Allen, Charles, Lex and Shiela spent days reading books for their book report. The texts were printed very small so they were only able to cover very few pages a day. Allen read about the Solar System. He read 10 pages a day of a book which has 120 pages. How many days did it take Allen to finish reading the book?",16,14,39,,,,,
nluds-0513,"Charles was curious about Greek mythology and so he read 8 pages a day of a 96-page book entitled ""Greek Mythology: Fast Facts."". How many days did it take Charles to finish the book?",15,14,34,,,,,
nluds-0514,"Lex read a 420 page book about music and instruments. If he can read exactly 30 pages a day,. how many days will it take Lex to finish reading the book?",14,16,26,,,,,
nluds-0515,"Lex read another book with 240 pages. If he read the same number of pages for 12 days,. how many pages did he read every day?",31,27,,,,,,
nluds-0516,"Shiela was into history of Asia. She can read 11 pages per hour of the book entitled ""Asia's History Made Easy"". If the encyclopedia has 143 pages,. how many hours did it take Shiela to finish reading the book?",18,13,33,,,,,
nluds-0517,"Instead of buying from the store, Melody made Christmas cards for the elderly in a nursing home. She had 99 blue sequins which she plans to use as snowflakes for the cards. If she distributes the sequins equally to 12 cards,. how many sequins will Melody have left?",15,26,33,,,,,
nluds-0518,She had 35 mistletoe stickers and wanted to place them equally in 8 cards. How many mistletoe stickers will she have left?,26,24,20,,,,,
nluds-0519,"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards,. how many cards will she be able to make?",31,36,,,,,,
nluds-0520,"Melody made 26 cut-outs of Christmas trees with red shiny balls. If she planned to paste 4 of this to the front cover of a certain number of cards,. how many cut-outs of Christmas trees will Melody have left?",31,36,,,,,,
nluds-0521,"Melody printed 53 identical snowman drawings. If she was able to prepare cards with 4 identical snowman drawings each,. how many cards was she able to prepare?",18,20,26,,,,,
nluds-0522,"Paul got a box of 479 crayons for his birthday. At the end of the school year, he only had 134 left. How many crayons had been lost or given away?",8,9,33,,,,,
nluds-0523,179 birds were sitting in a tree. 38 more birds flew up to the tree. How many birds were there altogether in the tree?,25,19,28,,,,,
nluds-0524,Cindy's mom baked 1215 cookies. Paul's dad baked 1112 cookies. They both brought them to school for a party. How many cookies did they have altogether?,17,39,,,,,,
nluds-0525,Beth has 106 crayons. She gives 54 of them away to Jen. How many crayons does Beth have left?,12,15,17,,,,,
nluds-0526,Misha has 34 dollars. How many dollars does she have to earn to have 47 dollars to buy a dog?,14,16,17,,,,,
nluds-0527,James had 39 stickers. He got some more stickers for his birthday. Then he had 61 stickers. How many stickers did James get for his birthday?,45,,,,,,,
nluds-0528,There were 51 geese in the farmer's field. 28 of the geese flew away. How many geese were left in the field?,12,12,30,,,,,
nluds-0529,There were 27 boys and 35 girls on the playground at recess. How many children were on the playground at recess?,12,12,19,,,,,
nluds-0530,Paul had 28 strawberries in his basket. He picked 35 more strawberries. How many strawberries did he have then?,11,11,20,,,,,
nluds-0531,Gary had 73 dollars. He spent 55 dollars on a pet snake. How many dollars did Gary have left?,12,28,27,,,,,
nluds-0532,There are 46 birds perched on the branches of a tree. How many feet are there on the branches?,16,25,14,,,,,
nluds-0533,I see 115 cows grazing in the pasture. How many legs do I see?,13,13,24,,,,,
nluds-0534,There are 397 butterflies. Each butterfly has 12 black dots and 17 yellow dots. How many black dots are there in all?,21,21,11,,,,,
nluds-0535,"At the zoo, I see 35 elephants and 48 tigers. How many legs do I see?",15,15,17,,,,,
nluds-0536,"In the park, I see 109 dogs. How many legs do I see?",8,9,,,,,,
nluds-0537,"If you had 37 bags of cookies with 19 cookies in each bag,. how many cookies would you have?",13,11,24,,,,,
nluds-0538,Each day you put a bag of garbage that weighs 55 pounds in the dumpster. How many pounds of garbage will you put in the dumpster in 4 weeks?,12,27,25,,,,,
nluds-0539,"If each piece costs 18 cents,. how much would 136 pieces of bubble gum cost?",11,13,20,5,6,2,,
nluds-0540,This year on your 11th birthday your mother tells you that she is exactly 3 times as old as you are. How old is she?,31,32,16,,,,,
nluds-0541,"For the fifth grade play, the chairs have been put into 27 rows with 16 chairs in each row. How many chairs have been put out for the play?",16,13,25,,,,,
nluds-0542,"A baker has a pan of fudge that measures 18 inches on one side and 29 inches on another side. If the fudge is cut into square pieces 1 inch on each side,. how many pieces of fudge does the pan hold?",23,35,22,,,,,
nluds-0543,The Ferris wheel in Paradise Park has 14 seats. Each seat can hold 6 people. How many people can ride the Ferris wheel at the same time?,12,19,35,,,,,
nluds-0544,A garden has 52 rows and 15 columns of bean plants. How many plants are there in all?,13,9,22,,,,,
nluds-0545,A sandbox is 312 centimeters long and 146 centimeters wide. How many square centimeters of ground does the sandbox cover?,17,29,,,,,,
nluds-0546,Sarah picked 45 apples. Her brother picked 9 apples. How many times as many apples did Sarah pick?,27,18,21,,,,,
nluds-0547,"If you can choose between a regular or waffle cone and vanilla, strawberry, caramel, and bubblegum flavored ice cream,. how many different ways can ice cream be ordered?",16,14,25,,,,,
nluds-0548,There are 261 fishbowls. Each fishbowl has 23 fish. How many fish are there?,10,13,25,,,,,
nluds-0549,We ordered 21 pizzas. Each pizza has 8 slices. How many slices of pizza are there altogether?,10,33,,,,,,
nluds-0550,Chris gave his 35 friends 12 pieces of candy each. How many pieces of candy did Chris give his friends?,10,21,39,,,,,
nluds-0551,Emily collected eggs from the hen and put them into 303 baskets. She put 28 eggs into each basket. How many eggs did Emily collect?,17,11,16,,,,,
nluds-0552,There were 150 book shelves. Each book shelf had 15 books. How many books were on the shelves?,11,15,26,,,,,
nluds-0553,I see 23 boys. How many eyes do I see?,9,19,,,,,,
nluds-0554,I see 105 puppies. How many ears do they have?,19,7,,,,,,
nluds-0555,I see 349 frogs. How many legs do they have?,10,12,28,,,,,
nluds-0556,There are 84 leaves. There are 139 ladybugs on each leaf. How many ladybugs are there in all?,15,29,,,,,,
nluds-0557,There are 37 baskets. There are 17 apples in each basket. How many apples are there in all?,9,15,25,,,,,
nluds-0558,There are 544 pots. Each pot has 32 flowers in it. How many flowers are there in all?,9,19,,,,,,
nluds-0559,Your class is having a pizza party. You buy 5 pizzas. Each pizza has 4 slices. How many slices is that altogether?,9,12,26,,,,,
nluds-0560,Beth has 4 packs of crayons. Each pack has 10 crayons in it. She also has 6 extra crayons. How many crayons does Beth have altogether?,23,26,,,,,,
nluds-0561,Ted has 15 candy bars. He wants to put them into 5 bags so there are the same number of candy bars in each bag. How many candy bars should go in each bag?,25,8,,,,,,
nluds-0562,A candy store has 6 boxes of chocolates. Each box has 500 pieces. How many pieces are there altogether in the 6 boxes?,13,15,25,,,,,
nluds-0563,You want to share 34 pencils among 6 friends. How many would each friend get?,18,21,11,,,,,
nluds-0564,Martha bought 18 small cakes. She has 3 children. She would like to divide the cakes among her children so that each child gets the same amount. How many cakes would each child get?,26,23,,,,,,
nluds-0565,"Julian is writing a comic book. His story has 143 frames in all. If he wants to put exactly 11 frames on each page,. how many pages would he have?",24,13,13,8,,,,
nluds-0566,Jesse's room is 12 feet long and 8 feet wide. How much carpet does she need to cover the whole floor?,20,18,,,,,,
nluds-0567,"There are 5 people on the Green Bay High track team. If a relay race is 150 meters long, and all 5 team members participate,. how far will each team member have to run?",16,27,33,,,,,
nluds-0568,It takes 4 feet of cotton to make a tee-shirt. How many tee-shirts can be made with 60 feet of material?,13,24,,,,,,
nluds-0569,Lukas averages 12 points per game in basketball. How many points would he score in 5 games?,20,27,,,,,,
nluds-0570,My car gets 20 miles per gallon. How many miles can I drive on 5 gallons of gas?,18,11,24,,,,,
nluds-0571,It takes 7 minutes to bake one pan of cookies. How long will it take to bake 4 pans of cookies?,14,14,25,,,,,
nluds-0572,"My car gets 20 miles per gallon of gas. If Grandma's house is 100 miles away,. how many gallons of gas would it take to get to her house?",15,25,,,,,,
nluds-0573,Everyday I eat 3 servings of veggies. How many servings of veggies do I eat in one week?,18,32,,,,,,
nluds-0574,Melissa scored 120 points in each game. How many points did she score in 10 games?,17,30,24,,,,,
nluds-0575,Johnny practiced for the track team and ran 3 laps per minute. How many minutes did it take Johnny to run 10 laps?,20,26,16,,,,,
nluds-0576,"Our watermelons have 100 seeds each. If we have 4 watermelons,. how many seeds should there be when all seeds are taken out of the watermelons?",27,24,,,,,,
nluds-0577,63 people are going to the zoo. There are 3 cars to take people to the zoo. How many will go in each car if the same number go in each car?,24,21,32,,,,,
nluds-0578,"I have 80 cents to buy candy. If each gumdrop costs 4 cents,. how many gumdrops can I buy?",13,11,32,,,,,
nluds-0579,Maggi had 3 packages of cupcakes. There are 4 cupcakes in each package. She ate 5 cupcakes. How many are left?,13,24,21,,,,,
nluds-0580,58 children are taking a bus to the zoo. They sit 2 children in every seat. How many seats will the children need in all?,13,30,34,,,,,
nluds-0581,"The Razorback T-shirt Shop ordered 12 cases of t-shirts. If each case contains 24 t-shirts,. how many t-shirts did they order?",12,13,27,,,,,
nluds-0582,The Razorback T-shirt Shop makes $9 dollars off each t-shirt sold. During the Arkansas and Texas Tech game they sold 245 t-shirts. How much money did they make from selling the t-shirts?,16,12,14,,,,,
nluds-0583,The Razorback t-shirt Shop sells their t-shirts for $16. Last week they sold 45 t-shirts. How much money did they make last week?,13,21,12,,,,,
nluds-0584,Mrs. Walker will have 56 apples for bobbing for apples. Each bucket will hold 9 apples. How many buckets will she need?,14,24,19,,,,,
nluds-0585,Warren has 252 guests coming to his party. Each table will hold 4 guests. How many tables will he need?,9,26,,,,,,
nluds-0586,"Ellen had 380 legos, but she lost 57 of them. How many legos does she have now?",12,11,25,,,,,
nluds-0587,Arthur baked 35 muffins. How many more muffins does Arthur have to bake to have 83 muffins?,12,,,,,,,
nluds-0588,Willy has 1400 crayons. Lucy has 290 crayons. How many more crayons does Willy have then Lucy?,11,11,26,,,,,
nluds-0589,"There are 10 stickers on a page. If you have 22 pages of stickers,. how many stickers do you have?",22,26,,,,,,
nluds-0590,There are 96 cupcakes for 8 children to share. How much will each person get if they share the cupcakes equally?,17,22,26,,,,,
nluds-0591,Lizette has 813 stamps. She has 125 more stamps than Minerva. How many stamps does Minerva have?,11,15,,,,,,
nluds-0592,"White t-shirts can be purchased in packages of 6. If Mom buys 71 packages,. how many white t-shirts will she have?",14,34,,,,,,
nluds-0593,"I have 648 pencils. If I put 4 pencils in each pencil box,. how many pencil boxes will I fill?",25,20,,,,,,
nluds-0594,"Uncle Dave bought 143 ice cream sandwiches. If he wants to give them to his 11 hungry nieces,. how many can each niece get?",9,17,,,,,,
nluds-0595,Megan had 217 markers. Robert gave her 109 more markers. How many markers does Megan have altogether?,13,22,6,,,,,
nluds-0596,A DVD book holds 126 DVDs. There are 81 DVDs already in the book. How many more DVDs can be put in the book?,16,32,11,,,,,
nluds-0597,Kelly has 121 Nintendo games. How many does she need to give away so that she will have 22 games left?,13,22,34,,,,,
nluds-0598,Connie had some marbles. She gave 183 to Juan. Now she has 593 marbles left. How many did she have to start with?,13,26,,,,,,
nluds-0599,Iesha has 344 books. 136 are about school and the rest are about sports. How many books about sports does Iesha have?,12,13,26,,,,,
nluds-0600,James has 1222 balloons. Amy has 513 balloons. How many more balloons does James have than Amy?,17,14,13,,,,,
nluds-0601,Sean has 223 whistles. He has 95 more whistles that Charles. How many whistles does Charles have?,12,23,34,,,,,
nluds-0602,Connie has 323 marbles. Juan has 175 more marbles than Connie. How many marbles does Juan have?,35,,,,,,,
nluds-0603,Robin has 27 packages of gum. There are 18 pieces in each package. How many pieces of gum does Robin have?,11,15,27,,,,,
nluds-0604,Adam has $5.00 to buy an airplane that costs $4.28. How much change will he get?,10,12,23,,,,,
nluds-0605,"If each ball costs $1.54,. how much must Kyoko pay for three balls?",11,16,12,,,,,
nluds-0606,"Tony had $20. He paid $8 for a ticket to a baseball game. At the game, he bought a hot dog for $3. What amount of money did Tony have then?",23,27,,,,,,
nluds-0607,Mr. Guzman bought 48 doughnuts packed equally into 4 boxes. How many doughnuts were in each box?,11,28,36,,,,,
nluds-0608,The Sumata family took a five-day vacation by car. Each day they drove 250 miles. How many total miles did they drive?,11,13,25,,,,,
