id,question,Step 1 Words,Step 2 Words,Step 3 Words,Step 4 Words,Step 5 Words,Step 6 Words,Step 7 Words
270c5b4c0baf11ebab90acde48001122,Who is the paternal grandfather of Baha Al-Dawla?,15,17,17,,,,
896795760bb011ebab90acde48001122,Who is Tlilpotoncatzin's uncle?,22,14,10,,,,
391edf020bb011ebab90acde48001122,Who is Domhnall Mac Alasdair's paternal grandfather?,10,14,14,17,,,
59a6e7020baf11ebab90acde48001122,Who is Charles Iii Of Navarre's paternal grandmother?,11,24,23,,,,
6a5beab00bb011ebab90acde48001122,Who is Henry I Of England's mother?,18,16,17,8,,,
fa3a16800baf11ebab90acde48001122,Who is the stepmother of Sinibaldo Ii Ordelaffi?,8,15,19,,,,
c09a65420baf11ebab90acde48001122,Who is the maternal grandmother of Elisabeth Of Moravia?,7,18,18,,,,
1e599f820baf11ebab90acde48001122,Who is the husband of Taung Pyinthe (Saw Rahan Ii)?,8,12,10,18,,,
406a4ee00bb011ebab90acde48001122,Who is the sibling-in-law of Tharrawaddy Min?,12,19,16,,,,
df77d6d40baf11ebab90acde48001122,"Who is Joan, Lady Of Wales's paternal grandmother?",11,18,19,,,,
3a13d0620baf11ebab90acde48001122,Who is the paternal grandmother of Jacques D'Armagnac?,17,17,17,,,,
3473c0080bb011ebab90acde48001122,Who is Ibrahim Shah Of Selangor's paternal grandfather?,10,23,23,,,,
847d34540baf11ebab90acde48001122,Who is the paternal grandfather of Manuel Of Castile?,8,18,19,,,,
a1f5fcc80baf11ebab90acde48001122,Who is the paternal grandfather of Charles Andrew Bruce?,7,6,16,,,,
3ac032da0baf11ebab90acde48001122,Who is the father-in-law of Từ Dụ?,12,11,14,,,,
1a25fd560bb011ebab90acde48001122,"Who is Sancho De La Cerda, 1St Marquis Of La Laguna's paternal grandfather?",20,17,23,,,,
0ade3c6a0baf11ebab90acde48001122,Who is Edward Venables-Vernon-Harcourt's paternal grandfather?,22,26,21,,,,
562b581a0baf11ebab90acde48001122,"Who is James Tuchet, 5Th Earl Of Castlehaven's paternal grandmother?",10,20,15,,,,
50ba732e0bb011ebab90acde48001122,Who is the mother-in-law of Queen Sindeok?,7,6,8,,,,
c51085b60baf11ebab90acde48001122,"Who is Thomas Howard, 3Rd Earl Of Effingham's paternal grandfather?",14,22,24,,,,
7757e42c0baf11ebab90acde48001122,Who is the paternal grandfather of Archambaud Viii Of Bourbon?,8,18,18,,,,
f16f2e820baf11ebab90acde48001122,Who is Maria Salviati's mother?,13,11,11,15,,,
f33672d00bae11ebab90acde48001122,Who is Farkas Esterházy's paternal grandfather?,8,17,17,,,,
a1fff55c0baf11ebab90acde48001122,"Who is the paternal grandmother of Jean D'Armagnac, Duke Of Nemours?",16,20,21,,,,
78c31f420bb011ebab90acde48001122,"Who is Edward Wingfield, 2Nd Viscount Powerscourt's paternal grandmother?",19,19,21,,,,
a929696c0baf11ebab90acde48001122,Who is Xiao Sagezhi's father-in-law?,5,10,14,,,,
80cea3ec0baf11ebab90acde48001122,"Who is the paternal grandfather of Johann, Count Of Cleves?",11,20,23,,,,
f194d7a40baf11ebab90acde48001122,"Who is Walram, Count Of Jülich's paternal grandmother?",8,17,15,,,,
61765e220baf11ebab90acde48001122,Who is the maternal grandmother of Henry Of Nassau-Dillenburg?,10,18,18,,,,
6c42e8d40baf11ebab90acde48001122,Who is Claire Annabel Caroline Grant Duff's paternal grandfather?,15,27,28,,,,
0e6eb2d20bb011ebab90acde48001122,"Who is Otto I, Prince Of Anhalt-Aschersleben's paternal grandfather?",8,16,14,,,,
62a9691e0bb011ebab90acde48001122,Who is the maternal grandfather of Count Michael Mikhailovich Of Torby?,12,20,18,,,,
06d16e840bb011ebab90acde48001122,"Who is the maternal grandfather of Marie Of Cleves, Duchess Of Orléans?",19,22,27,,,,
9e0a6c700baf11ebab90acde48001122,Who is the father-in-law of Chiang Fang-Liang?,9,11,17,,,,
5a8cbfba0bb011ebab90acde48001122,Who is the mother-in-law of Countess Claudine Rhédey Von Kis-Rhéde?,16,14,9,,,,
37f6893c0baf11ebab90acde48001122,Who is Paul Cobb Methuen's paternal grandfather?,15,12,16,16,,,
e78c1b600bae11ebab90acde48001122,"Who is the paternal grandfather of John, Prince Of Antioch?",10,20,20,,,,
f6e7e5a80bae11ebab90acde48001122,Who is the mother-in-law of Anne Gust Brown?,13,19,9,,,,
299764380baf11ebab90acde48001122,Who is Jonathan Nolan's sibling-in-law?,8,8,8,,,,
5936b2920bb011ebab90acde48001122,Who is Balian Of Ibelin (1240–1302)'s paternal grandfather?,16,18,18,18,,,
8cddc8520baf11ebab90acde48001122,Who is Titus Junius Brutus's paternal grandfather?,15,11,17,18,,,
f35980360bae11ebab90acde48001122,"Who is the paternal grandfather of Bernhard Vii, Prince Of Anhalt-Zerbst?",10,18,16,,,,
062884f40bb011ebab90acde48001122,Who is Caroline Emily Nevill's paternal grandfather?,8,18,20,,,,
2eaadcce0bb011ebab90acde48001122,Who is Infanta Maria Josefa Of Spain's mother?,11,20,20,20,,,
881866100baf11ebab90acde48001122,Who is Julia Cornelia Paula's father-in-law?,14,17,11,,,,
2f6c336a0bb011ebab90acde48001122,Who is Prince Koreyasu's paternal grandfather?,12,12,13,,,,
355ac9940bb011ebab90acde48001122,Who is the paternal grandmother of Prince Louis Of Liechtenstein?,12,10,22,19,,,
5caebdca0bb011ebab90acde48001122,"Who is the paternal grandfather of Jacob Pleydell-Bouverie, 4Th Earl Of Radnor?",10,10,23,,,,
6a957b9a0bb011ebab90acde48001122,"Who is the father of Archduke Leopold Of Austria, Prince Of Tuscany?",18,21,24,,,,
c503734e0baf11ebab90acde48001122,Who is Subarna Prabha Devi's mother-in-law?,8,12,12,12,,,
aac82ae20baf11ebab90acde48001122,Who is Şah Sultan (Daughter Of Mustafa Iii)'s paternal grandfather?,8,11,15,,,,
fc04494a0baf11ebab90acde48001122,"Who is the paternal grandfather of Hugh Montgomerie, 7Th Earl Of Eglinton?",16,16,23,,,,
8762e83a0baf11ebab90acde48001122,Who is the paternal grandfather of Kerry Earnhardt?,8,8,15,,,,
e2bfd3100bae11ebab90acde48001122,Who is Landgravine Marie Louise Of Hesse-Kassel's maternal grandfather?,14,17,21,,,,
7888c2760baf11ebab90acde48001122,"Who is Robert, Archduke Of Austria-Este's maternal grandmother?",14,20,21,,,,
8ad17d420baf11ebab90acde48001122,Who is the mother-in-law of Hüma Hatun?,10,13,6,16,9,,
0a3fb6a80baf11ebab90acde48001122,Who is the paternal grandfather of Mariamne (Daughter Of Herod Agrippa)?,9,12,15,,,,
e6606da80baf11ebab90acde48001122,Who is Lockwood West's child-in-law?,11,14,8,,,,
181e87c20baf11ebab90acde48001122,Who is Inthaphom's uncle?,22,10,8,,,,
6a8a71280bb011ebab90acde48001122,"Who is the uncle of John Kennedy, 2Nd Lord Kennedy?",9,21,18,,,,
bedf588e0baf11ebab90acde48001122,"Who is Mary Tudor, Queen Of France's maternal grandmother?",13,17,15,,,,
2204f9ba0baf11ebab90acde48001122,Who is the paternal grandfather of Tomigusuku Seiryō?,6,13,15,,,,
b23bfc7c0baf11ebab90acde48001122,Who is Christian Of Stolberg-Stolberg's father-in-law?,9,18,20,,,,
483045fe0baf11ebab90acde48001122,Who is Titus Tarquinius's paternal grandfather?,6,9,15,,,,
5b5ee1160bb011ebab90acde48001122,"Who is John Tuchet, 6Th Baron Audley's paternal grandfather?",12,19,21,,,,
ca8467600baf11ebab90acde48001122,Who is the mother of Robert E. Lee Jr.?,17,17,20,,,,
dab62b000baf11ebab90acde48001122,Who is Duke Siegfried August In Bavaria's maternal grandmother?,13,18,12,,,,
895802780bb011ebab90acde48001122,"Who is the paternal grandfather of William Iv, Count Of Ponthieu?",17,16,22,,,,
72486f1e0bb011ebab90acde48001122,"Who is the uncle of Thomas Lyon-Bowes, Lord Glamis?",20,20,16,,,,
b3c149300baf11ebab90acde48001122,Who is the mother-in-law of Ankhesenpepi Iv?,7,15,6,,,,
fec934980bae11ebab90acde48001122,Who is the paternal grandmother of Lady Harriet Mary Montagu?,12,21,21,,,,
4759b57e0bb011ebab90acde48001122,"Who is John Fitzgerald, 4Th Earl Of Desmond's uncle?",10,21,22,,,,
1c7eb2640bb011ebab90acde48001122,"Who is the paternal grandmother of Sophie, Countess Of Bar?",23,19,22,,,,
494c0f0e0baf11ebab90acde48001122,Who is the paternal grandmother of Publius Licinius Egnatius Marinianus?,9,15,18,16,,,
078bb0d80baf11ebab90acde48001122,"Who is Hans Albrecht, Hereditary Prince Of Schleswig-Holstein's maternal grandmother?",9,17,16,,,,
3d1e4ebc0bb011ebab90acde48001122,"Who is Frederick, Prince Of Hohenzollern's maternal grandmother?",16,20,20,,,,
67d667340bb011ebab90acde48001122,Who is William Stanley (Battle Of Bosworth)'s sibling-in-law?,9,14,16,,,,
87a7e2680bb011ebab90acde48001122,Who is the mother-in-law of Archduchess Yolande Of Austria?,14,21,20,,,,
320b908a0baf11ebab90acde48001122,"Who is the father of Maria Amalia, Duchess Of Parma?",13,19,22,,,,
b3bde51a0baf11ebab90acde48001122,Who is the paternal grandfather of Duke Xuan Of Qin?,11,11,16,,,,
6a0a17b80baf11ebab90acde48001122,Who is Alice Claypoole Vanderbilt's mother-in-law?,20,18,,,,,
214beb5e0bb011ebab90acde48001122,Who is the maternal grandfather of Adelaide Of Aquitaine?,6,7,8,6,14,,
a9e43ad00baf11ebab90acde48001122,"Who is Thomas Watson, 3Rd Earl Of Rockingham's paternal grandfather?",15,15,20,,,,
7755730e0baf11ebab90acde48001122,Who is Henry I Of Cyprus's maternal grandmother?,18,18,21,,,,
5d87207a0bb011ebab90acde48001122,Who is Badi-Al Zaman Mirza Safavi's mother-in-law?,9,21,21,,,,
66137ff40bb011ebab90acde48001122,"Who is Robert, Count Of Eu's paternal grandfather?",8,18,14,,,,
8e71c6c80baf11ebab90acde48001122,Who is Tiberius Julius Cotys I's father?,16,14,10,,,,
03f16b880bb011ebab90acde48001122,Who is the paternal grandfather of Johann Of Limburg?,11,12,22,,,,
9601da440bb011ebab90acde48001122,Who is Saul Of Hungary's maternal grandfather?,8,17,13,,,,
ef48a3720baf11ebab90acde48001122,"Who is the father of Philip I, Duke Of Brabant?",21,20,22,,,,
65884aca0baf11ebab90acde48001122,Who is the maternal grandmother of Louise Sophie Of Hanau-Lichtenberg?,8,8,8,8,,,
86f01bce0bb011ebab90acde48001122,Who is the paternal grandfather of George I Ghisi?,12,11,16,,,,
a70548900baf11ebab90acde48001122,Who is Rose Schlossberg's father?,6,19,15,,,,
f96dfaba0bae11ebab90acde48001122,Who is Beatrice Of Castile (1293–1359)'s father?,10,10,14,10,8,,
27e788100bb011ebab90acde48001122,Who is the paternal grandfather of Dietrich Ii Of Isenberg-Limburg?,9,16,18,,,,
5c8cd54e0baf11ebab90acde48001122,Who is Empress Murong's paternal grandfather?,9,9,11,9,9,,
8d91d1b60bb011ebab90acde48001122,"Who is Eleanor Of Aragon, Countess Of Toulouse's paternal grandfather?",14,18,22,,,,
4b692f960bb011ebab90acde48001122,Who is the mother-in-law of Queen Insun?,9,11,11,11,8,,
2e21e69e0bb011ebab90acde48001122,Who is the mother-in-law of Quintus Caecilius Metellus Celer?,6,14,11,,,,
0864c8b40baf11ebab90acde48001122,"Who is the sibling-in-law of Harriet Pelham-Holles, Duchess Of Newcastle-Upon-Tyne?",10,11,14,,,,
ef51f8420bae11ebab90acde48001122,Who is Dorelia Mcneill's father-in-law?,5,11,14,8,8,,
f3a978380baf11ebab90acde48001122,Who is the child-in-law of Giuseppe Frezzolini?,18,10,9,12,8,,
c7ea6b080baf11ebab90acde48001122,Who is the maternal grandmother of Flavia Julia Constantia?,7,11,16,,,,
421d07aa0bb011ebab90acde48001122,Who is Marianus V Of Arborea's mother?,15,17,18,,,,
8140e36c0baf11ebab90acde48001122,Who is Queen Gongye's father-in-law?,10,15,11,,,,
53e1d0ec0bb011ebab90acde48001122,Who is Liu Sui's paternal grandfather?,6,6,15,,,,
1ff8d8de0bb011ebab90acde48001122,Who is Halaevalu MataʻAho ʻAhomeʻE's mother-in-law?,12,19,11,,,,
9634ee940baf11ebab90acde48001122,Who is Mamie Lincoln Isham's paternal grandmother?,21,14,17,,,,
179f678a0baf11ebab90acde48001122,"Who is the maternal grandmother of Infante Francisco De Paula, Duke Of Cádiz?",25,23,26,,,,
41b35ada0bb011ebab90acde48001122,"Who is Marie Of Luxembourg, Queen Of France's maternal grandfather?",8,17,22,,,,
77f0ff4e0bb011ebab90acde48001122,"Who is Thomas Cromwell, 1St Earl Of Ardglass's paternal grandfather?",14,14,17,,,,
3fa67b7e0baf11ebab90acde48001122,Who is Thomas Carew (Mp For Saltash)'s paternal grandfather?,12,16,23,,,,
1c7395fa0bb011ebab90acde48001122,Who is Johanna Magdalene Of Saxe-Weissenfels's paternal grandmother?,10,18,18,,,,
53ff36f60baf11ebab90acde48001122,"Who is Robert Iii, Count Of Dreux's paternal grandfather?",12,21,22,,,,
6a6d24740bb011ebab90acde48001122,Who is the paternal grandmother of Princess Elisabeth Of Saxe-Altenburg (1826–1896)?,18,19,21,,,,
dc8d75280baf11ebab90acde48001122,Who is the father-in-law of Halime Hatun?,5,11,14,,,,
efb76f1e0baf11ebab90acde48001122,Who is Ahmose-Nefertari's maternal grandfather?,5,5,13,5,13,,
10cd8d240baf11ebab90acde48001122,Who is the paternal grandfather of Mieszko Bolesławowic?,11,17,17,,,,
135fde100bb011ebab90acde48001122,"Who is the paternal grandmother of David Pigot (Cricketer, Born 1929)?",7,16,15,,,,
1baf4cae0bb011ebab90acde48001122,"Who is Louis Vi, Elector Palatine's paternal grandfather?",8,16,14,,,,
56fb5d4e0baf11ebab90acde48001122,Who is Sophie Winkleman's mother-in-law?,7,7,8,16,,,
62273e860baf11ebab90acde48001122,Who is Otto Iv Of Schaumburg's maternal grandmother?,9,16,16,19,,,
fa1c43b80bae11ebab90acde48001122,"Who is Henry De Beaumont, 5Th Earl Of Warwick's paternal grandmother?",16,25,27,,,,
c4f100380baf11ebab90acde48001122,Who is the paternal grandfather of Shamash-Shum-Ukin?,13,13,12,,,,
70394ce40baf11ebab90acde48001122,Who is the paternal grandfather of Charles Edmonstone?,18,15,20,15,,,
024076580bb011ebab90acde48001122,Who is Hedwig Of Masovia's paternal grandfather?,8,18,18,,,,
f23fe16c0baf11ebab90acde48001122,"Who is Henry James Fitzroy, Earl Of Euston's paternal grandfather?",14,22,19,,,,
166c71f00baf11ebab90acde48001122,"Who is the mother of Ralph I, Lord Of Coucy?",14,20,21,,,,
be0714100baf11ebab90acde48001122,Who is the maternal grandmother of Princess Louise Of Belgium?,19,11,18,,,,
6a765fc60bb011ebab90acde48001122,Who is the paternal grandfather of Princess Yasmin Aga Khan?,14,14,18,,,,
86ea0e1e0bb011ebab90acde48001122,Who is the father-in-law of Ermengarde Of Hesbaye?,10,13,13,,,,
670894680baf11ebab90acde48001122,Who is Fujiwara No Muchimaro's paternal grandfather?,8,8,18,,,,
036d9d900baf11ebab90acde48001122,"Who is the mother of Guy Iv, Count Of Saint-Pol?",22,23,15,,,,
05befb340baf11ebab90acde48001122,Who is Adela Of Normandy's paternal grandfather?,14,18,20,,,,
880bd3dc0baf11ebab90acde48001122,Who is the mother-in-law of Beatrice Of Provence?,15,17,17,,,,
421d66f00bb011ebab90acde48001122,"Who is Peter, Duke Of Schleswig-Holstein's maternal grandfather?",10,20,19,,,,
2a6c3d880bb011ebab90acde48001122,"Who is the maternal grandmother of John, Duke Of Touraine?",6,21,22,,,,
c8c299420baf11ebab90acde48001122,Who is Catherine Of Lancaster's paternal grandfather?,20,15,16,20,,,
6070241c0bb011ebab90acde48001122,"Who is Baldwin Iv, Count Of Hainaut's paternal grandmother?",17,18,22,,,,
4758ffd00bb011ebab90acde48001122,"Who is the paternal grandfather of Constance Of Sicily, Dogaressa Of Venice?",7,18,22,,,,
744b14920bb011ebab90acde48001122,Who is the sibling-in-law of Archidamia?,11,16,14,9,,,
47431af40baf11ebab90acde48001122,Who is John Of Caesarea's paternal grandmother?,10,11,7,,,,
702c4fee0baf11ebab90acde48001122,Who is the paternal grandfather of Salomon Iii?,5,18,17,,,,
853141740baf11ebab90acde48001122,"Who is the maternal grandfather of Infanta Elena, Duchess Of Lugo?",12,25,26,,,,
77fc4f840bb011ebab90acde48001122,Who is the paternal grandmother of Archduke Ferdinand Karl Joseph Of Austria-Este?,10,21,21,,,,
32efd6180bb011ebab90acde48001122,Who is the uncle of John Of Brienne?,15,11,12,16,,,
57df2e7e0bb011ebab90acde48001122,Who is Lulach's maternal grandfather?,7,12,16,,,,
6c5505960baf11ebab90acde48001122,Who is the paternal grandfather of Sikhanyiso Dlamini?,9,19,13,9,,,
c7e826860baf11ebab90acde48001122,Who is the paternal grandmother of Lady Charlotte Finch?,19,23,24,,,,
c7f1fe360baf11ebab90acde48001122,Who is James Murdoch's paternal grandfather?,6,13,9,11,10,10,
308416280bb011ebab90acde48001122,"Who is Geoffrey Iii, Count Of Perche's paternal grandfather?",18,17,23,,,,
eb27b5f80baf11ebab90acde48001122,Who is Alexandre Colonna-Walewski's stepfather?,11,13,21,13,,,
c2fe721a0baf11ebab90acde48001122,"Who is James Stewart, 1St Earl Of Moray (1501 Creation)'s stepmother?",18,17,26,,,,
b8e0d8400baf11ebab90acde48001122,Who is Archduchess Maria Of Austria (1584–1649)'s paternal grandfather?,6,15,15,11,,,
aa72cb6a0baf11ebab90acde48001122,"Who is Joanna, Duchess Of Durazzo's paternal grandmother?",6,21,17,,,,
495d61cc0bb011ebab90acde48001122,"Who is John Crichton-Stuart, 2Nd Marquess Of Bute's mother?",11,20,16,,,,
2f7507ba0bb011ebab90acde48001122,"Who is the paternal grandfather of Theobald Of Bar, Seigneur De Pierrepont?",10,19,15,15,,,
8e7160ca0baf11ebab90acde48001122,Who is Elizabeth Of Pomerania's father-in-law?,10,15,12,19,,,
772cba800bb011ebab90acde48001122,"Who is Hugh Cholmondeley, 1St Earl Of Cholmondeley's paternal grandmother?",10,20,22,,,,
82e088ac0bb011ebab90acde48001122,"Who is John Philip Iii, Wild- And Rhinegrave Of Salm-Dhaun's paternal grandmother?",10,10,18,,,,
7c5755560bb011ebab90acde48001122,"Who is the paternal grandfather of St Andrew St John, 14Th Baron St John Of Bletso?",15,14,25,,,,
f32458660bae11ebab90acde48001122,Who is the paternal grandfather of Nia Segamain?,5,5,15,10,,,
4b6b1fea0bb011ebab90acde48001122,Who is Sophia Charlotte Of Hanover's maternal grandfather?,9,18,21,,,,
9ec997120baf11ebab90acde48001122,Who is Charles Of Provence's paternal grandfather?,8,8,8,13,,,
eb305dfc0baf11ebab90acde48001122,Who is Victoria Of France's maternal grandmother?,17,20,16,,,,
7cf72bb20bb011ebab90acde48001122,Who is Flavia Julia Constantia's maternal grandfather?,8,16,19,,,,
6a7725140bb011ebab90acde48001122,Who is Prince Waldemar Of Schaumburg-Lippe's paternal grandmother?,8,16,19,,,,
36a68b9a0baf11ebab90acde48001122,Who is Konrad Januszowic's maternal grandmother?,8,14,16,7,,,
416342440baf11ebab90acde48001122,"Who is the paternal grandfather of Tancred, King Of Sicily?",16,23,20,,,,
6e8f9c180baf11ebab90acde48001122,"Who is Louis Vii, Duke Of Bavaria's father?",9,17,13,10,17,,
82e88a160bb011ebab90acde48001122,"Who is Theobald Ii, Count Of Champagne's paternal grandfather?",12,20,22,,,,
92324aca0bb011ebab90acde48001122,Who is the uncle of Constantine Iii Of Scotland?,24,15,14,,,,
2151211e0bb011ebab90acde48001122,"Who is Charles Beauclerk, 1St Duke Of St Albans's stepmother?",17,20,22,,,,
20075a8a0bb011ebab90acde48001122,Who is Princess Alexandra Of Sayn-Wittgenstein-Berleburg's father?,7,10,12,9,,,
f96ad5460baf11ebab90acde48001122,"Who is the paternal grandfather of Charles Of Artois, Count Of Eu?",10,21,25,,,,
15aafe120baf11ebab90acde48001122,"Who is the aunt of Elisabeth, Countess Of Vermandois?",13,18,20,21,,,
f6e996f00bae11ebab90acde48001122,Who is the father-in-law of Princess Amalia Of Nassau-Dietz?,11,12,11,,,,
d7281cbe0baf11ebab90acde48001122,Who is Shir Ali Oglan's paternal grandfather?,8,15,17,,,,
e522a9a20bae11ebab90acde48001122,Who is Estrid Of The Obotrites's mother-in-law?,13,10,9,14,,,
5352c0240baf11ebab90acde48001122,"Who is George Ii, Landgrave Of Hesse-Darmstadt's father?",10,13,7,,,,
390f11bc0bb011ebab90acde48001122,"Who is Agnes I, Countess Of Nevers's paternal grandfather?",21,18,22,,,,
10cedc9c0baf11ebab90acde48001122,"Who is Humphrey, 2Nd Earl Of Buckingham's aunt?",9,14,17,,,,
6d2f94300bb011ebab90acde48001122,Who is the stepfather of Peter Phillips?,12,13,21,19,,,
6a70f6f80bb011ebab90acde48001122,"Who is the mother-in-law of Blanche Of Navarre, Duchess Of Brittany?",10,17,16,,,,
27051c6a0baf11ebab90acde48001122,Who is Eudocia (Daughter Of Valentinian Iii)'s sibling-in-law?,9,10,9,13,,,
a37ece260baf11ebab90acde48001122,Who is Konrad Iii The Old's paternal grandfather?,10,12,21,,,,
6cca51a20baf11ebab90acde48001122,Who is the paternal grandfather of Piers Butler Of Duiske?,9,14,15,,,,
e6a203860bae11ebab90acde48001122,Who is the maternal grandfather of Helvig Of Schauenburg?,8,18,20,,,,
2623893e0bb011ebab90acde48001122,Who is Adolf Of Burgundy's paternal grandmother?,13,18,18,,,,
32f0334c0bb011ebab90acde48001122,Who is the maternal grandmother of André De Laval-Montmorency?,8,21,19,,,,
6a8a2f880bb011ebab90acde48001122,"Who is Godfrey Ii, Duke Of Lower Lorraine's paternal grandfather?",22,17,24,,,,
169c31500bb011ebab90acde48001122,Who is the paternal grandfather of Fakhr Al-Dawla?,14,16,17,,,,
0e6d9f8c0bb011ebab90acde48001122,Who is the paternal grandfather of King Kuang Of Zhou?,10,18,20,,,,
fa3dab600baf11ebab90acde48001122,Who is the sibling-in-law of Budashiri?,7,10,7,,,,
77f2d5bc0bb011ebab90acde48001122,"Who is Louisa Grace Beauclerk, Duchess Of St Albans's paternal grandfather?",16,22,25,,,,
1faf51ba0baf11ebab90acde48001122,Who is Li Qi (Emperor)'s paternal grandfather?,7,10,17,15,,,
62ab4e000bb011ebab90acde48001122,Who is the husband of Princess Elene Of Georgia?,12,30,19,,,,
0d6f9f400bb011ebab90acde48001122,Who is the father-in-law of Princess Firyal?,28,21,21,,,,
6ab2c3860baf11ebab90acde48001122,Who is the father-in-law of Dimitra Liani?,6,6,14,,,,
77e6a4c20bb011ebab90acde48001122,"Who is the paternal grandfather of Louis Iv, Count Of Chiny?",17,19,23,,,,
8759113e0baf11ebab90acde48001122,Who is Ahmose-Henutemipet's paternal grandmother?,12,13,9,13,,,
9e0009f60baf11ebab90acde48001122,Who is the maternal grandmother of Mithridates Ii Of Commagene?,21,17,20,,,,
5ead80ee0baf11ebab90acde48001122,Who is Asma Al-Assad's father-in-law?,6,13,13,,,,
9231537c0bb011ebab90acde48001122,Who is the paternal grandfather of Christopher Of Werle?,9,16,18,,,,
52599bce0bb011ebab90acde48001122,"Who is Lambert I, Count Of Louvain's father-in-law?",9,11,20,,,,
3d2951d60bb011ebab90acde48001122,Who is Agnes Of Austria (1281–1364)'s father-in-law?,9,15,11,20,11,,
5d6e0f860bb011ebab90acde48001122,Who is the sibling-in-law of Bella Sidney Woolf?,10,12,8,8,9,16,
5bb4b70e0baf11ebab90acde48001122,Who is the maternal grandmother of Maria Josepha Of Bavaria?,11,20,21,,,,
65507c020bb011ebab90acde48001122,Who is the stepfather of Peter I Of Aragon And Pamplona?,9,8,9,,,,
f9d3a86e0baf11ebab90acde48001122,Who is the paternal grandfather of Henrique Da Veiga De Nápoles?,19,20,24,,,,
eb63d1060bae11ebab90acde48001122,Who is the father-in-law of Marcus Vinicius (Consul 30)?,14,14,9,11,,,
36170fba0baf11ebab90acde48001122,Who is Frederick Of Antioch's paternal grandmother?,7,17,18,,,,
70d4ae460baf11ebab90acde48001122,Who is the paternal grandfather of Mary Hungerford?,11,22,24,,,,
5b60c0f80bb011ebab90acde48001122,Who is Halaevalu MataʻAho ʻAhomeʻE's father-in-law?,14,17,17,,,,
4b6b7f4e0bb011ebab90acde48001122,"Who is the paternal grandmother of David Barry, 1St Earl Of Barrymore?",22,21,23,,,,
c510c7b00baf11ebab90acde48001122,Who is Marjorie Flack's sibling-in-law?,7,7,7,7,,,
f976fbce0bae11ebab90acde48001122,"Who is Marie, Countess Of Eu's paternal grandfather?",10,10,21,,,,
8e83bdc40baf11ebab90acde48001122,Who is Agnes Of Denmark's paternal grandfather?,7,18,13,,,,
84c9e4880bb011ebab90acde48001122,Who is the paternal grandfather of Al-Malik Al-Rahim?,8,8,8,15,,,
ca8695b20baf11ebab90acde48001122,Who is the paternal grandfather of Konrad Vi The Dean?,18,20,23,,,,
53e7e9d80baf11ebab90acde48001122,Who is Charlotte Of Schaumburg-Lippe's father?,8,17,16,,,,
676d16800bb011ebab90acde48001122,"Who is the paternal grandfather of Waldemar V, Prince Of Anhalt-Köthen?",9,8,8,20,,,
e525d2da0bae11ebab90acde48001122,Who is the father of Joe Hill (Writer)?,11,6,9,,,,
7be06c080baf11ebab90acde48001122,Who is the paternal grandfather of Chiang Hsiao-Wu?,6,13,15,,,,
3bba836a0bb011ebab90acde48001122,Who is the paternal grandfather of Prince Frederick William Of Schleswig-Holstein-Sonderburg-Augustenburg?,10,20,21,,,,
f59a352e0baf11ebab90acde48001122,Who is the paternal grandfather of Isabella Of Ibelin (Died 1315)?,9,22,19,,,,
7247b1320bb011ebab90acde48001122,Who is the maternal grandmother of Marie De Namur?,10,18,21,,,,
299505620baf11ebab90acde48001122,Who is Magdalene Of Jülich-Cleves-Berg's father-in-law?,9,20,19,21,,,
37490a640baf11ebab90acde48001122,"Who is the mother of John I, Count Palatine Of Simmern?",10,15,12,18,9,,
a206979a0baf11ebab90acde48001122,Who is the mother-in-law of Hafsa Hatun?,16,22,16,,,,
880c8e8a0baf11ebab90acde48001122,Who is Helmichis's father-in-law?,13,9,12,10,,,
bc00f8840baf11ebab90acde48001122,"Who is Matilda Fitzroy, Duchess Of Brittany's father-in-law?",19,19,22,,,,
2ef233a40baf11ebab90acde48001122,Who is David Miliband's mother?,6,12,12,19,,,
6ea65b060baf11ebab90acde48001122,"Who is Robert, Archduke Of Austria-Este's maternal grandfather?",8,17,20,,,,
f6e8ecc80bae11ebab90acde48001122,Who is Ieuan Ab Owain Glyndŵr's paternal grandfather?,23,17,18,,,,
5cbf94880bb011ebab90acde48001122,Who is the mother of Infante Antonio Pascual Of Spain?,9,16,13,,,,
593b0efa0bb011ebab90acde48001122,Who is Princess Irina Alexandrovna Of Russia's maternal grandmother?,30,21,16,,,,
0c4973520bb011ebab90acde48001122,"Who is Beltrán De La Cueva, 3Rd Duke Of Alburquerque's paternal grandfather?",12,17,13,,,,
3f362dce0baf11ebab90acde48001122,Who is Harith Ibn Harb's paternal grandfather?,8,10,10,12,,,
eb22870e0baf11ebab90acde48001122,Who is the maternal grandmother of Frédéric Prinz Von Anhalt?,10,16,21,,,,
d39e16700baf11ebab90acde48001122,Who is Henry (Vii) Of Germany's paternal grandmother?,9,17,16,,,,
32812fde0baf11ebab90acde48001122,Who is Prince Carlos Of Bourbon-Two Sicilies's paternal grandfather?,8,22,20,,,,
2f6db50a0bb011ebab90acde48001122,Who is Musharrif Al-Dawla's paternal grandfather?,11,15,18,,,,
42954d320bb011ebab90acde48001122,Who is Princess Adelgunde Of Bavaria's mother-in-law?,8,10,12,14,,,
07b1cc3c0baf11ebab90acde48001122,Who is Anne Hill Carter Lee's child-in-law?,9,10,13,8,11,4,10
